# MvsR for pwp /home/gieg/projects/BAM_old/src/projects/eos/tab/pwpfits/eos_ms1b.pwp
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 4.668231e-04 8.155529e+00 5.381920e-01 5.556362e-01 8.702600e+00 1.222094e+05 4.792448e-04 9.033320e+00
 4.677571e-04 8.155880e+00 5.409501e-01 5.585831e-01 8.705800e+00 1.194780e+05 4.802420e-04 9.037961e+00
 4.686929e-04 8.156419e+00 5.437199e-01 5.615435e-01 8.709200e+00 1.168070e+05 4.812414e-04 9.042820e+00
 4.696307e-04 8.156845e+00 5.465014e-01 5.645174e-01 8.712500e+00 1.141951e+05 4.822432e-04 9.047578e+00
 4.705703e-04 8.157258e+00 5.492947e-01 5.675048e-01 8.715800e+00 1.116506e+05 4.832472e-04 9.052342e+00
 4.715118e-04 8.157759e+00 5.520997e-01 5.705059e-01 8.719200e+00 1.091575e+05 4.842535e-04 9.057218e+00
 4.724552e-04 8.158247e+00 5.549165e-01 5.735206e-01 8.722600e+00 1.067242e+05 4.852620e-04 9.062100e+00
 4.734005e-04 8.158723e+00 5.577452e-01 5.765490e-01 8.726000e+00 1.043398e+05 4.862729e-04 9.066988e+00
 4.743476e-04 8.159185e+00 5.605856e-01 5.795910e-01 8.729400e+00 1.020127e+05 4.872860e-04 9.071882e+00
 4.752967e-04 8.159635e+00 5.634379e-01 5.826469e-01 8.732800e+00 9.974120e+04 4.883015e-04 9.076781e+00
 4.762477e-04 8.160173e+00 5.663021e-01 5.857164e-01 8.736300e+00 9.751971e+04 4.893193e-04 9.081794e+00
 4.772005e-04 8.160597e+00 5.691782e-01 5.887999e-01 8.739700e+00 9.534712e+04 4.903394e-04 9.086705e+00
 4.781553e-04 8.161109e+00 5.720661e-01 5.918971e-01 8.743200e+00 9.322234e+04 4.913618e-04 9.091729e+00
 4.791120e-04 8.161608e+00 5.749660e-01 5.950082e-01 8.746700e+00 9.114838e+04 4.923866e-04 9.096759e+00
