# MvsR for pwp /home/gieg/projects/BAM_old/src/projects/eos/tab/pwpfits/eos_mpa1.pwp
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 5.604651e-04 7.138156e+00 3.047906e-01 3.105792e-01 7.446200e+00 7.134481e+05 5.733055e-04 7.658178e+00
 5.615897e-04 7.135996e+00 3.064149e-01 3.122747e-01 7.445700e+00 6.970512e+05 5.744875e-04 7.658510e+00
 5.627166e-04 7.133827e+00 3.080474e-01 3.139791e-01 7.445200e+00 6.810975e+05 5.756722e-04 7.658844e+00
 5.638457e-04 7.131750e+00 3.096881e-01 3.156924e-01 7.444800e+00 6.654649e+05 5.768595e-04 7.659285e+00
 5.649771e-04 7.129664e+00 3.113370e-01 3.174147e-01 7.444400e+00 6.502120e+05 5.780493e-04 7.659728e+00
 5.661108e-04 7.127670e+00 3.129940e-01 3.191459e-01 7.444100e+00 6.353294e+05 5.792418e-04 7.660279e+00
 5.672468e-04 7.125667e+00 3.146593e-01 3.208862e-01 7.443800e+00 6.207871e+05 5.804369e-04 7.660832e+00
 5.683850e-04 7.123755e+00 3.163328e-01 3.226356e-01 7.443600e+00 6.065364e+05 5.816346e-04 7.661492e+00
 5.695255e-04 7.121835e+00 3.180147e-01 3.243941e-01 7.443400e+00 5.926520e+05 5.828350e-04 7.662155e+00
 5.706683e-04 7.119906e+00 3.197048e-01 3.261617e-01 7.443200e+00 5.791243e+05 5.840380e-04 7.662820e+00
 5.718134e-04 7.118069e+00 3.214033e-01 3.279384e-01 7.443100e+00 5.658665e+05 5.852436e-04 7.663592e+00
 5.729608e-04 7.116222e+00 3.231101e-01 3.297243e-01 7.443000e+00 5.529306e+05 5.864519e-04 7.664368e+00
 5.741105e-04 7.114467e+00 3.248253e-01 3.315195e-01 7.443000e+00 5.402712e+05 5.876629e-04 7.665250e+00
 5.752625e-04 7.112703e+00 3.265489e-01 3.333239e-01 7.443000e+00 5.279374e+05 5.888765e-04 7.666136e+00
 5.764168e-04 7.110930e+00 3.282809e-01 3.351376e-01 7.443000e+00 5.158669e+05 5.900928e-04 7.667024e+00
 5.775734e-04 7.109249e+00 3.300214e-01 3.369606e-01 7.443100e+00 5.040892e+05 5.913118e-04 7.668019e+00
 5.787324e-04 7.107558e+00 3.317704e-01 3.387930e-01 7.443200e+00 4.925971e+05 5.925335e-04 7.669018e+00
 5.798936e-04 7.105858e+00 3.335279e-01 3.406348e-01 7.443300e+00 4.813327e+05 5.937578e-04 7.670019e+00
 5.810572e-04 7.104250e+00 3.352939e-01 3.424859e-01 7.443500e+00 4.703583e+05 5.949849e-04 7.671127e+00
 5.822232e-04 7.102732e+00 3.370685e-01 3.443466e-01 7.443800e+00 4.596336e+05 5.962147e-04 7.672344e+00
 5.833915e-04 7.101106e+00 3.388517e-01 3.462167e-01 7.444000e+00 4.491529e+05 5.974471e-04 7.673458e+00
