# MvsR for pwp /home/gieg/projects/BAM_old/src/projects/eos/tab/pwpfits/eos_h4.pwp
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 4.257671e-04 8.369296e+00 4.079334e-01 4.172103e-01 8.782200e+00 4.475559e+05 4.362057e-04 9.051473e+00
 4.267793e-04 8.367641e+00 4.098408e-01 4.192132e-01 8.782500e+00 4.381240e+05 4.372735e-04 9.052803e+00
 4.277939e-04 8.365978e+00 4.117559e-01 4.212247e-01 8.782800e+00 4.289142e+05 4.383440e-04 9.054137e+00
 4.288110e-04 8.364406e+00 4.136787e-01 4.232449e-01 8.783200e+00 4.198839e+05 4.394173e-04 9.055578e+00
 4.298305e-04 8.362827e+00 4.156094e-01 4.252737e-01 8.783600e+00 4.110660e+05 4.404934e-04 9.057024e+00
 4.308524e-04 8.361139e+00 4.175478e-01 4.273112e-01 8.783900e+00 4.024199e+05 4.415722e-04 9.058367e+00
 4.318767e-04 8.359643e+00 4.194941e-01 4.293575e-01 8.784400e+00 3.939771e+05 4.426538e-04 9.059925e+00
 4.329035e-04 8.358039e+00 4.214482e-01 4.314124e-01 8.784800e+00 3.856870e+05 4.437382e-04 9.061380e+00
 4.339327e-04 8.356526e+00 4.234101e-01 4.334761e-01 8.785300e+00 3.776034e+05 4.448254e-04 9.062945e+00
 4.349643e-04 8.355006e+00 4.253800e-01 4.355486e-01 8.785800e+00 3.696655e+05 4.459155e-04 9.064513e+00
 4.359984e-04 8.353477e+00 4.273576e-01 4.376300e-01 8.786300e+00 3.619145e+05 4.470083e-04 9.066084e+00
 4.370350e-04 8.351939e+00 4.293432e-01 4.397201e-01 8.786800e+00 3.543138e+05 4.481040e-04 9.067659e+00
 4.380740e-04 8.350393e+00 4.313367e-01 4.418191e-01 8.787300e+00 3.468816e+05 4.492025e-04 9.069238e+00
 4.391155e-04 8.348939e+00 4.333382e-01 4.439269e-01 8.787900e+00 3.396139e+05 4.503038e-04 9.070926e+00
 4.401594e-04 8.347476e+00 4.353475e-01 4.460437e-01 8.788500e+00 3.324870e+05 4.514080e-04 9.072617e+00
 4.412059e-04 8.346005e+00 4.373649e-01 4.481693e-01 8.789100e+00 3.255279e+05 4.525150e-04 9.074312e+00
 4.422548e-04 8.344626e+00 4.393902e-01 4.503039e-01 8.789800e+00 3.187032e+05 4.536249e-04 9.076116e+00
 4.433063e-04 8.343138e+00 4.414235e-01 4.524475e-01 8.790400e+00 3.120392e+05 4.547377e-04 9.077819e+00
 4.443602e-04 8.341741e+00 4.434648e-01 4.546001e-01 8.791100e+00 3.055038e+05 4.558534e-04 9.079630e+00
 4.454166e-04 8.340336e+00 4.455141e-01 4.567616e-01 8.791800e+00 2.991130e+05 4.569720e-04 9.081445e+00
 4.464756e-04 8.338923e+00 4.475715e-01 4.589322e-01 8.792500e+00 2.928545e+05 4.580934e-04 9.083265e+00
 4.475371e-04 8.337501e+00 4.496369e-01 4.611119e-01 8.793200e+00 2.867344e+05 4.592178e-04 9.085088e+00
 4.486010e-04 8.336170e+00 4.517104e-01 4.633006e-01 8.794000e+00 2.807321e+05 4.603451e-04 9.087020e+00
 4.496676e-04 8.334831e+00 4.537920e-01 4.654985e-01 8.794800e+00 2.748712e+05 4.614753e-04 9.088956e+00
 4.507366e-04 8.333484e+00 4.558817e-01 4.677054e-01 8.795600e+00 2.691229e+05 4.626085e-04 9.090896e+00
 4.518082e-04 8.332127e+00 4.579795e-01 4.699215e-01 8.796400e+00 2.635100e+05 4.637445e-04 9.092840e+00
 4.528824e-04 8.330762e+00 4.600854e-01 4.721468e-01 8.797200e+00 2.580048e+05 4.648836e-04 9.094788e+00
 4.539591e-04 8.329489e+00 4.621995e-01 4.743813e-01 8.798100e+00 2.526212e+05 4.660256e-04 9.096845e+00
 4.550383e-04 8.328106e+00 4.643217e-01 4.766249e-01 8.798900e+00 2.473488e+05 4.671706e-04 9.098801e+00
 4.561201e-04 8.326816e+00 4.664520e-01 4.788778e-01 8.799800e+00 2.421927e+05 4.683185e-04 9.100866e+00
 4.572045e-04 8.325516e+00 4.685906e-01 4.811400e-01 8.800700e+00 2.371354e+05 4.694695e-04 9.102936e+00
 4.582915e-04 8.324208e+00 4.707374e-01 4.834114e-01 8.801600e+00 2.321972e+05 4.706234e-04 9.105009e+00
 4.593811e-04 8.322990e+00 4.728924e-01 4.856921e-01 8.802600e+00 2.273534e+05 4.717804e-04 9.107192e+00
 4.604732e-04 8.321665e+00 4.750556e-01 4.879822e-01 8.803500e+00 2.226237e+05 4.729403e-04 9.109274e+00
 4.615680e-04 8.320430e+00 4.772270e-01 4.902816e-01 8.804500e+00 2.179912e+05 4.741033e-04 9.111465e+00
 4.626653e-04 8.319187e+00 4.794067e-01 4.925904e-01 8.805500e+00 2.134540e+05 4.752693e-04 9.113661e+00
 4.637653e-04 8.317934e+00 4.815947e-01 4.949085e-01 8.806500e+00 2.090101e+05 4.764384e-04 9.115860e+00
 4.648679e-04 8.316673e+00 4.837909e-01 4.972360e-01 8.807500e+00 2.046575e+05 4.776105e-04 9.118064e+00
 4.659730e-04 8.315404e+00 4.859954e-01 4.995730e-01 8.808500e+00 2.004075e+05 4.787857e-04 9.120272e+00
 4.670809e-04 8.314225e+00 4.882083e-01 5.019194e-01 8.809600e+00 1.962382e+05 4.799639e-04 9.122590e+00
 4.681913e-04 8.313037e+00 4.904294e-01 5.042753e-01 8.810700e+00 1.921609e+05 4.811452e-04 9.124913e+00
 4.693044e-04 8.311741e+00 4.926589e-01 5.066407e-01 8.811700e+00 1.881733e+05 4.823296e-04 9.127134e+00
 4.704202e-04 8.310535e+00 4.948968e-01 5.090156e-01 8.812800e+00 1.842675e+05 4.835171e-04 9.129464e+00
 4.715386e-04 8.309421e+00 4.971430e-01 5.114001e-01 8.814000e+00 1.804417e+05 4.847077e-04 9.131906e+00
 4.726596e-04 8.308198e+00 4.993975e-01 5.137940e-01 8.815100e+00 1.766944e+05 4.859015e-04 9.134245e+00
 4.737833e-04 8.306966e+00 5.016605e-01 5.161976e-01 8.816200e+00 1.730295e+05 4.870983e-04 9.136589e+00
 4.749097e-04 8.305825e+00 5.039318e-01 5.186108e-01 8.817400e+00 1.694453e+05 4.882983e-04 9.139044e+00
 4.760388e-04 8.304674e+00 5.062115e-01 5.210335e-01 8.818600e+00 1.659288e+05 4.895014e-04 9.141502e+00
 4.771705e-04 8.303515e+00 5.084997e-01 5.234659e-01 8.819800e+00 1.624897e+05 4.907077e-04 9.143966e+00
 4.783050e-04 8.302347e+00 5.107963e-01 5.259080e-01 8.821000e+00 1.591263e+05 4.919171e-04 9.146433e+00
 4.794421e-04 8.301170e+00 5.131013e-01 5.283597e-01 8.822200e+00 1.558315e+05 4.931297e-04 9.148905e+00
 4.805820e-04 8.299984e+00 5.154148e-01 5.308211e-01 8.823400e+00 1.526040e+05 4.943455e-04 9.151382e+00
 4.817245e-04 8.298888e+00 5.177367e-01 5.332923e-01 8.824700e+00 1.494475e+05 4.955645e-04 9.153969e+00
 4.828698e-04 8.297684e+00 5.200671e-01 5.357732e-01 8.825900e+00 1.463505e+05 4.967867e-04 9.156455e+00
 4.840178e-04 8.296570e+00 5.224060e-01 5.382638e-01 8.827200e+00 1.433263e+05 4.980121e-04 9.159051e+00
 4.851685e-04 8.295448e+00 5.247534e-01 5.407642e-01 8.828500e+00 1.403685e+05 4.992407e-04 9.161652e+00
 4.863220e-04 8.294316e+00 5.271093e-01 5.432744e-01 8.829800e+00 1.374617e+05 5.004726e-04 9.164258e+00
 4.874782e-04 8.293175e+00 5.294737e-01 5.457944e-01 8.831100e+00 1.346232e+05 5.017077e-04 9.166868e+00
 4.886371e-04 8.292025e+00 5.318466e-01 5.483242e-01 8.832400e+00 1.318425e+05 5.029460e-04 9.169483e+00
