# MvsR for poly none
#   Gamma = 2.000000e+00
#   K     = 1.000000e+02
# rho_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 3.819311e-04 1.065441e+01 7.138311e-01 7.368980e-01 1.138020e+01 1.110395e+05 3.965182e-04 1.184534e+01
 3.832525e-04 1.064914e+01 7.156340e-01 7.388261e-01 1.137680e+01 1.093267e+05 3.979408e-04 1.184326e+01
 3.845785e-04 1.064377e+01 7.174395e-01 7.407573e-01 1.137330e+01 1.076338e+05 3.993686e-04 1.184108e+01
 3.859091e-04 1.063840e+01 7.192476e-01 7.426918e-01 1.136980e+01 1.059684e+05 4.008017e-04 1.183891e+01
 3.872443e-04 1.063302e+01 7.210583e-01 7.446294e-01 1.136630e+01 1.043299e+05 4.022401e-04 1.183674e+01
 3.885841e-04 1.062764e+01 7.228716e-01 7.465702e-01 1.136280e+01 1.027180e+05 4.036838e-04 1.183457e+01
 3.899285e-04 1.062225e+01 7.246875e-01 7.485142e-01 1.135930e+01 1.011321e+05 4.051329e-04 1.183240e+01
 3.912776e-04 1.061687e+01 7.265059e-01 7.504613e-01 1.135580e+01 9.957191e+04 4.065874e-04 1.183024e+01
 3.926314e-04 1.061148e+01 7.283269e-01 7.524116e-01 1.135230e+01 9.803692e+04 4.080473e-04 1.182808e+01
 3.939898e-04 1.060608e+01 7.301505e-01 7.543651e-01 1.134880e+01 9.652672e+04 4.095126e-04 1.182593e+01
 3.953530e-04 1.060059e+01 7.319767e-01 7.563216e-01 1.134520e+01 9.503413e+04 4.109834e-04 1.182367e+01
 3.967208e-04 1.059519e+01 7.338053e-01 7.582814e-01 1.134170e+01 9.357238e+04 4.124596e-04 1.182152e+01
 3.980934e-04 1.058979e+01 7.356366e-01 7.602442e-01 1.133820e+01 9.213421e+04 4.139413e-04 1.181938e+01
 3.994708e-04 1.058428e+01 7.374703e-01 7.622101e-01 1.133460e+01 9.071274e+04 4.154285e-04 1.181713e+01
 4.008529e-04 1.057878e+01 7.393066e-01 7.641792e-01 1.133100e+01 8.931426e+04 4.169212e-04 1.181489e+01
 4.022398e-04 1.057327e+01 7.411454e-01 7.661514e-01 1.132740e+01 8.793838e+04 4.184194e-04 1.181265e+01
 4.036315e-04 1.056775e+01 7.429866e-01 7.681267e-01 1.132380e+01 8.658472e+04 4.199233e-04 1.181041e+01
 4.050280e-04 1.056224e+01 7.448304e-01 7.701051e-01 1.132020e+01 8.525292e+04 4.214327e-04 1.180818e+01
 4.064293e-04 1.055672e+01 7.466767e-01 7.720865e-01 1.131660e+01 8.394260e+04 4.229478e-04 1.180595e+01
 4.078355e-04 1.055120e+01 7.485254e-01 7.740710e-01 1.131300e+01 8.265341e+04 4.244685e-04 1.180372e+01
 4.092465e-04 1.054568e+01 7.503766e-01 7.760587e-01 1.130940e+01 8.138499e+04 4.259948e-04 1.180150e+01
 4.106625e-04 1.054015e+01 7.522303e-01 7.780493e-01 1.130580e+01 8.013701e+04 4.275268e-04 1.179928e+01
 4.120833e-04 1.053452e+01 7.540864e-01 7.800431e-01 1.130210e+01 7.890347e+04 4.290646e-04 1.179696e+01
 4.135090e-04 1.052899e+01 7.559449e-01 7.820398e-01 1.129850e+01 7.769541e+04 4.306080e-04 1.179475e+01
 4.149397e-04 1.052335e+01 7.578059e-01 7.840396e-01 1.129480e+01 7.650130e+04 4.321572e-04 1.179243e+01
 4.163753e-04 1.051771e+01 7.596693e-01 7.860425e-01 1.129110e+01 7.532646e+04 4.337122e-04 1.179012e+01
 4.178159e-04 1.051217e+01 7.615351e-01 7.880484e-01 1.128750e+01 7.417585e+04 4.352730e-04 1.178792e+01
 4.192615e-04 1.050653e+01 7.634033e-01 7.900573e-01 1.128380e+01 7.303850e+04 4.368395e-04 1.178561e+01
 4.207121e-04 1.050088e+01 7.652739e-01 7.920691e-01 1.128010e+01 7.191946e+04 4.384120e-04 1.178331e+01
 4.221677e-04 1.049523e+01 7.671469e-01 7.940840e-01 1.127640e+01 7.081842e+04 4.399903e-04 1.178102e+01
 4.236283e-04 1.048948e+01 7.690222e-01 7.961019e-01 1.127260e+01 6.973012e+04 4.415744e-04 1.177861e+01
 4.250940e-04 1.048383e+01 7.709000e-01 7.981228e-01 1.126890e+01 6.866428e+04 4.431645e-04 1.177632e+01
 4.265648e-04 1.047817e+01 7.727800e-01 8.001467e-01 1.126520e+01 6.761557e+04 4.447605e-04 1.177404e+01
 4.280406e-04 1.047241e+01 7.746624e-01 8.021735e-01 1.126140e+01 6.657894e+04 4.463625e-04 1.177165e+01
 4.295216e-04 1.046675e+01 7.765472e-01 8.042032e-01 1.125770e+01 6.556368e+04 4.479705e-04 1.176937e+01
 4.310077e-04 1.046098e+01 7.784342e-01 8.062360e-01 1.125390e+01 6.456010e+04 4.495844e-04 1.176698e+01
 4.324989e-04 1.045532e+01 7.803236e-01 8.082716e-01 1.125020e+01 6.357721e+04 4.512044e-04 1.176471e+01
 4.339953e-04 1.044955e+01 7.822153e-01 8.103102e-01 1.124640e+01 6.260558e+04 4.528305e-04 1.176234e+01
 4.354968e-04 1.044377e+01 7.841092e-01 8.123517e-01 1.124260e+01 6.164957e+04 4.544626e-04 1.175996e+01
 4.370036e-04 1.043800e+01 7.860055e-01 8.143962e-01 1.123880e+01 6.070891e+04 4.561008e-04 1.175759e+01
 4.385156e-04 1.043222e+01 7.879040e-01 8.164435e-01 1.123500e+01 5.978335e+04 4.577451e-04 1.175523e+01
 4.400328e-04 1.042644e+01 7.898048e-01 8.184937e-01 1.123120e+01 5.887264e+04 4.593956e-04 1.175287e+01
 4.415552e-04 1.042055e+01 7.917078e-01 8.205468e-01 1.122730e+01 5.797238e+04 4.610523e-04 1.175040e+01
 4.430829e-04 1.041477e+01 7.936130e-01 8.226028e-01 1.122350e+01 5.709068e+04 4.627152e-04 1.174805e+01
 4.446159e-04 1.040898e+01 7.955205e-01 8.246617e-01 1.121970e+01 5.622310e+04 4.643842e-04 1.174569e+01
 4.461542e-04 1.040309e+01 7.974302e-01 8.267234e-01 1.121580e+01 5.536545e+04 4.660596e-04 1.174324e+01
 4.476978e-04 1.039719e+01 7.993421e-01 8.287880e-01 1.121190e+01 5.452157e+04 4.677412e-04 1.174079e+01
 4.492468e-04 1.039140e+01 8.012562e-01 8.308553e-01 1.120810e+01 5.369506e+04 4.694291e-04 1.173845e+01
 4.508011e-04 1.038550e+01 8.031724e-01 8.329256e-01 1.120420e+01 5.287797e+04 4.711233e-04 1.173600e+01
 4.523608e-04 1.037960e+01 8.050909e-01 8.349986e-01 1.120030e+01 5.207398e+04 4.728239e-04 1.173356e+01
 4.539259e-04 1.037369e+01 8.070114e-01 8.370745e-01 1.119640e+01 5.128286e+04 4.745308e-04 1.173113e+01
